,mov3
001_Janacek_3,2.5042415786816896
002_Takacs_3,-1.2795708893370883
003_Koeckert_3,2.2399627140757548
004_PavelHass_3,0.7650224246361408
005_Travnicek_3,-1.6736106567625495
006_Prazak_3,0.07300825887317763
007_Jerusalem_3,-0.6471515847421101
008_Dante_3,-0.1571786272962162
009_AlbanBerg_3,-0.21267718608853128
010_Skampa_3,1.0386831818595197
011_MoyzesQuartet_3,-0.030721183691205817
012_Talich_3,0.03944485796034074
013_EnergieNove_3,-0.12757939594031378
014_Hollywood_3,0.7048989859444595
015_Vlach_3,1.2639809224921028
016_Guarneri_3,-0.9628327057647006
017_Amadeus_3,-0.026492702248017235
018_Excelsior_3,0.09718976716857564
019_Lindsay_3,0.6013016761987985
021_Tokyo_3,-1.437609649076471
022_Talich_3,-1.7133846238970447
023_Talich_3,0.32037329020396643
024_Smetana_3,0.07869024757113728
025_Emerson_3,-0.49230514835326367
026_Wihan_3,1.0471400984970929
027_Endellion_3,0.9442034990938476
028_Juilliard_3,0.9045616647780799
029_Panocha_3,-1.1583990359738625
030_Sevcik-Lhotsky_3,-0.5979957249901706
031_Medici_3,-0.21175221010866016
032_Talich_3,-1.5389605621574158
033_Sacconi_3,0.3154840984183619
034_Prazak_3,-0.5654894328759271
036_Koeckert_3,-0.10447594714945832
