,mov4
001_Janacek_4,400.332041
002_Takacs_4,357.972313
003_Koeckert_4,383.152041
004_PavelHass_4,361.252041
005_Travnicek_4,346.29204100000004
006_Prazak_4,350.972041
007_Jerusalem_4,317.692041
008_Dante_4,358.312041
009_AlbanBerg_4,349.992041
010_Skampa_4,346.61231300000003
011_MoyzesQuartet_4,365.392041
012_Talich_4,352.332041
013_EnergieNove_4,388.91204100000004
014_Hollywood_4,366.592041
015_Vlach_4,377.592041
016_Guarneri_4,324.292041
017_Amadeus_4,351.412041
018_Excelsior_4,367.73204100000004
019_Lindsay_4,337.312041
022_Talich_4,344.81204099999997
023_Talich_4,341.932041
024_Smetana_4,353.01204099999995
025_Emerson_4,326.412041
026_Wihan_4,378.352041
027_Endellion_4,377.152041
028_Juilliard_4,373.05204100000003
029_Panocha_4,362.63204099999996
030_Sevcik-Lhotsky_4,347.092041
031_Medici_4,388.57204099999996
032_Talich_4,351.332041
033_Sacconi_4,413.032041
034_Prazak_4,354.13204099999996
035_Czech_4,405.930408
